Rule   (Support, Confidence) 
3,195 -> 33,125  (56.202%, 82.6807%)
33,125 -> 3,195  (56.202%, 82.0842%)
33,195 -> 3,125  (56.202%, 92.5859%)
125,195 -> 3,33  (56.202%, 97.6633%)
3,33,125 -> 195  (56.202%, 82.15%)
3,33,195 -> 125  (56.202%, 92.7116%)
3,125,195 -> 33  (56.202%, 97.7099%)
33,125,195 -> 3  (56.202%, 99.9512%)
11 -> 174,243  (56.1471%, 88.0379%)
174 -> 11,243  (56.1471%, 87.8489%)
243 -> 11,174  (56.1471%, 92.9577%)
11,174 -> 243  (56.1471%, 95.7417%)
11,243 -> 174  (56.1471%, 93.2969%)
174,243 -> 11  (56.1471%, 99.8049%)
33 -> 174,243  (56.1471%, 76.1161%)
174 -> 33,243  (56.1471%, 87.8489%)
243 -> 33,174  (56.1471%, 92.9577%)
33,174 -> 243  (56.1471%, 92.5373%)
33,243 -> 174  (56.1471%, 93.1694%)
174,243 -> 33  (56.1471%, 99.8049%)
3 -> 11,174,243  (56.1471%, 60.5325%)
11 -> 3,174,243  (56.1471%, 88.0379%)
174 -> 3,11,243  (56.1471%, 87.8489%)
243 -> 3,11,174  (56.1471%, 92.9577%)
3,11 -> 174,243  (56.1471%, 88.1897%)
3,174 -> 11,243  (56.1471%, 88.4183%)
3,243 -> 11,174  (56.1471%, 92.9577%)
11,174 -> 3,243  (56.1471%, 95.7417%)
11,243 -> 3,174  (56.1471%, 93.2969%)
174,243 -> 3,11  (56.1471%, 99.8049%)
3,11,174 -> 243  (56.1471%, 95.7865%)
3,11,243 -> 174  (56.1471%, 93.2969%)
3,174,243 -> 11  (56.1471%, 99.8049%)
11,174,243 -> 3  (56.1471%, 100%)
3 -> 33,174,243  (56.1471%, 60.5325%)
33 -> 3,174,243  (56.1471%, 76.1161%)
174 -> 3,33,243  (56.1471%, 87.8489%)
243 -> 3,33,174  (56.1471%, 92.9577%)
3,33 -> 174,243  (56.1471%, 76.2864%)
3,174 -> 33,243  (56.1471%, 88.4183%)
3,243 -> 33,174  (56.1471%, 92.9577%)
33,174 -> 3,243  (56.1471%, 92.5373%)
33,243 -> 3,174  (56.1471%, 93.1694%)
174,243 -> 3,33  (56.1471%, 99.8049%)
3,33,174 -> 243  (56.1471%, 92.5792%)
3,33,243 -> 174  (56.1471%, 93.1694%)
3,174,243 -> 33  (56.1471%, 99.8049%)
33,174,243 -> 3  (56.1471%, 100%)
33 -> 174,221  (56.1196%, 76.0789%)
174 -> 33,221  (56.1196%, 87.8059%)
221 -> 33,174  (56.1196%, 77.8455%)
33,174 -> 221  (56.1196%, 92.4921%)
33,221 -> 174  (56.1196%, 88.2226%)
174,221 -> 33  (56.1196%, 96.2353%)
3 -> 33,174,221  (56.1196%, 60.503%)
33 -> 3,174,221  (56.1196%, 76.0789%)
174 -> 3,33,221  (56.1196%, 87.8059%)
221 -> 3,33,174  (56.1196%, 77.8455%)
3,33 -> 174,221  (56.1196%, 76.2491%)
3,174 -> 33,221  (56.1196%, 88.3751%)
3,221 -> 33,174  (56.1196%, 78.1728%)
33,174 -> 3,221  (56.1196%, 92.4921%)
33,221 -> 3,174  (56.1196%, 88.2226%)
174,221 -> 3,33  (56.1196%, 96.2353%)
3,33,174 -> 221  (56.1196%, 92.5339%)
3,33,221 -> 174  (56.1196%, 88.2607%)
3,174,221 -> 33  (56.1196%, 96.326%)
33,174,221 -> 3  (56.1196%, 100%)
45 -> 91,195  (55.9824%, 77.3606%)
91 -> 45,195  (55.9824%, 71.4036%)
195 -> 45,91  (55.9824%, 81.862%)
45,91 -> 195  (55.9824%, 81.8291%)
45,195 -> 91  (55.9824%, 96.2718%)
91,195 -> 45  (55.9824%, 88.9664%)
3 -> 45,91,195  (55.955%, 60.3254%)
45 -> 3,91,195  (55.955%, 77.3227%)
91 -> 3,45,195  (55.955%, 71.3686%)
195 -> 3,45,91  (55.955%, 81.8218%)
3,45 -> 91,195  (55.955%, 77.5875%)
3,91 -> 45,195  (55.955%, 72.0749%)
3,195 -> 45,91  (55.955%, 82.3173%)
45,91 -> 3,195  (55.955%, 81.789%)
45,195 -> 3,91  (55.955%, 96.2246%)
91,195 -> 3,45  (55.955%, 88.9228%)
3,45,91 -> 195  (55.955%, 81.8876%)
3,45,195 -> 91  (55.955%, 96.4066%)
3,91,195 -> 45  (55.955%, 88.9616%)
45,91,195 -> 3  (55.955%, 99.951%)
91 -> 174,243  (55.9001%, 71.2986%)
174 -> 91,243  (55.9001%, 87.4624%)
243 -> 91,174  (55.9001%, 92.5488%)
91,174 -> 243  (55.9001%, 92.047%)
91,243 -> 174  (55.9001%, 93.2692%)
174,243 -> 91  (55.9001%, 99.3659%)
91 -> 125,195  (55.7903%, 71.1586%)
125 -> 91,195  (55.7903%, 78.0422%)
195 -> 91,125  (55.7903%, 81.5811%)
91,125 -> 195  (55.7903%, 81.4503%)
91,195 -> 125  (55.7903%, 88.6611%)
125,195 -> 91  (55.7903%, 96.948%)
3 -> 91,125,195  (55.7903%, 60.1479%)
91 -> 3,125,195  (55.7903%, 71.1586%)
125 -> 3,91,195  (55.7903%, 78.0422%)
195 -> 3,91,125  (55.7903%, 81.5811%)
3,91 -> 125,195  (55.7903%, 71.8628%)
3,125 -> 91,195  (55.7903%, 78.2525%)
3,195 -> 91,125  (55.7903%, 82.0751%)
91,125 -> 3,195  (55.7903%, 81.4503%)
91,195 -> 3,125  (55.7903%, 88.6611%)
125,195 -> 3,91  (55.7903%, 96.948%)
3,91,125 -> 195  (55.7903%, 81.5483%)
3,91,195 -> 125  (55.7903%, 88.6998%)
3,125,195 -> 91  (55.7903%, 96.9943%)
91,125,195 -> 3  (55.7903%, 100%)
4 -> 33  (55.6806%, 79.1342%)
33 -> 4  (55.6806%, 75.4836%)
4 -> 6,221  (55.6806%, 79.1342%)
6 -> 4,221  (55.6806%, 62.7979%)
221 -> 4,6  (55.6806%, 77.2364%)
4,6 -> 221  (55.6806%, 83.6701%)
4,221 -> 6  (55.6806%, 98.6868%)
6,221 -> 4  (55.6806%, 78.1888%)
4 -> 5,33  (55.5982%, 79.0172%)
5 -> 4,33  (55.5982%, 65.8434%)
33 -> 4,5  (55.5982%, 75.372%)
4,5 -> 33  (55.5982%, 88.9767%)
4,33 -> 5  (55.5982%, 99.8521%)
5,33 -> 4  (55.5982%, 75.6535%)
3 -> 4,33  (55.5708%, 59.9112%)
4 -> 3,33  (55.5708%, 78.9782%)
33 -> 3,4  (55.5708%, 75.3348%)
3,4 -> 33  (55.5708%, 80.5169%)
3,33 -> 4  (55.5708%, 75.5034%)
4,33 -> 3  (55.5708%, 99.8029%)
3 -> 4,6,221  (55.5434%, 59.8817%)
4 -> 3,6,221  (55.5434%, 78.9392%)
6 -> 3,4,221  (55.5434%, 62.6431%)
221 -> 3,4,6  (55.5434%, 77.0461%)
3,4 -> 6,221  (55.5434%, 80.4771%)
3,6 -> 4,221  (55.5434%, 63.6478%)
3,221 -> 4,6  (55.5434%, 77.37%)
4,6 -> 3,221  (55.5434%, 83.4639%)
4,221 -> 3,6  (55.5434%, 98.4436%)
6,221 -> 3,4  (55.5434%, 77.9961%)
3,4,6 -> 221  (55.5434%, 84.193%)
3,4,221 -> 6  (55.5434%, 98.6836%)
3,6,221 -> 4  (55.5434%, 78.2676%)
4,6,221 -> 3  (55.5434%, 99.7536%)
33 -> 45,195  (55.5159%, 75.2604%)
45 -> 33,195  (55.5159%, 76.716%)
195 -> 33,45  (55.5159%, 81.1798%)
33,45 -> 195  (55.5159%, 81.8035%)
33,195 -> 45  (55.5159%, 91.4557%)
45,195 -> 33  (55.5159%, 95.4696%)
3 -> 4,5,33  (55.5159%, 59.8521%)
4 -> 3,5,33  (55.5159%, 78.9002%)
5 -> 3,4,33  (55.5159%, 65.7459%)
33 -> 3,4,5  (55.5159%, 75.2604%)
3,4 -> 5,33  (55.5159%, 80.4374%)
3,5 -> 4,33  (55.5159%, 66.9424%)
3,33 -> 4,5  (55.5159%, 75.4288%)
4,5 -> 3,33  (55.5159%, 88.845%)
4,33 -> 3,5  (55.5159%, 99.7043%)
5,33 -> 3,4  (55.5159%, 75.5414%)
3,4,5 -> 33  (55.5159%, 89.9111%)
3,4,33 -> 5  (55.5159%, 99.9012%)
3,5,33 -> 4  (55.5159%, 75.6545%)
4,5,33 -> 3  (55.5159%, 99.8519%)
3 -> 33,45,195  (55.4885%, 59.8225%)
33 -> 3,45,195  (55.4885%, 75.2232%)
45 -> 3,33,195  (55.4885%, 76.678%)
195 -> 3,33,45  (55.4885%, 81.1396%)
3,33 -> 45,195  (55.4885%, 75.3915%)
3,45 -> 33,195  (55.4885%, 76.9406%)
3,195 -> 33,45  (55.4885%, 81.631%)
33,45 -> 3,195  (55.4885%, 81.763%)
33,195 -> 3,45  (55.4885%, 91.4105%)
45,195 -> 3,33  (55.4885%, 95.4224%)
3,33,45 -> 195  (55.4885%, 81.8292%)
3,33,195 -> 45  (55.4885%, 91.5346%)
3,45,195 -> 33  (55.4885%, 95.6028%)
33,45,195 -> 3  (55.4885%, 99.9506%)
4 -> 6,33  (55.4336%, 78.7832%)
6 -> 4,33  (55.4336%, 62.5193%)
33 -> 4,6  (55.4336%, 75.1488%)
4,6 -> 33  (55.4336%, 83.299%)
4,33 -> 6  (55.4336%, 99.5564%)
6,33 -> 4  (55.4336%, 75.5988%)
3 -> 102  (55.3513%, 59.6746%)
102 -> 3  (55.3513%, 98.7757%)
3 -> 4,6,33  (55.3513%, 59.6746%)
4 -> 3,6,33  (55.3513%, 78.6661%)
6 -> 3,4,33  (55.3513%, 62.4265%)
33 -> 3,4,6  (55.3513%, 75.0372%)
3,4 -> 6,33  (55.3513%, 80.1988%)
3,6 -> 4,33  (55.3513%, 63.4277%)
3,33 -> 4,6  (55.3513%, 75.2051%)
4,6 -> 3,33  (55.3513%, 83.1753%)
4,33 -> 3,6  (55.3513%, 99.4086%)
6,33 -> 3,4  (55.3513%, 75.4865%)
3,4,6 -> 33  (55.3513%, 83.9018%)
3,4,33 -> 6  (55.3513%, 99.6049%)
3,6,33 -> 4  (55.3513%, 75.5997%)
4,6,33 -> 3  (55.3513%, 99.8515%)
45 -> 125,195  (54.9945%, 75.9954%)
125 -> 45,195  (54.9945%, 76.929%)
195 -> 45,125  (54.9945%, 80.4173%)
45,125 -> 195  (54.9945%, 81.3972%)
45,195 -> 125  (54.9945%, 94.5729%)
125,195 -> 45  (54.9945%, 95.5651%)
3 -> 45,125,195  (54.9671%, 59.2604%)
45 -> 3,125,195  (54.9671%, 75.9575%)
125 -> 3,45,195  (54.9671%, 76.8906%)
195 -> 3,45,125  (54.9671%, 80.3772%)
3,45 -> 125,195  (54.9671%, 76.2177%)
3,125 -> 45,195  (54.9671%, 77.0978%)
3,195 -> 45,125  (54.9671%, 80.8639%)
45,125 -> 3,195  (54.9671%, 81.3566%)
45,195 -> 3,125  (54.9671%, 94.5257%)
125,195 -> 3,45  (54.9671%, 95.5174%)
3,45,125 -> 195  (54.9671%, 81.489%)
3,45,195 -> 125  (54.9671%, 94.7045%)
3,125,195 -> 45  (54.9671%, 95.563%)
45,125,195 -> 3  (54.9671%, 99.9501%)
195 -> 221  (54.8024%, 80.1364%)
221 -> 195  (54.8024%, 76.0183%)
3 -> 195,221  (54.8024%, 59.0828%)
195 -> 3,221  (54.8024%, 80.1364%)
221 -> 3,195  (54.8024%, 76.0183%)
3,195 -> 221  (54.8024%, 80.6217%)
3,221 -> 195  (54.8024%, 76.3379%)
195,221 -> 3  (54.8024%, 100%)
6 -> 195,221  (54.6926%, 61.6837%)
195 -> 6,221  (54.6926%, 79.9759%)
221 -> 6,195  (54.6926%, 75.866%)
6,195 -> 221  (54.6926%, 81.6469%)
6,221 -> 195  (54.6926%, 76.8015%)
195,221 -> 6  (54.6926%, 99.7997%)
3 -> 6,195,221  (54.6926%, 58.9645%)
6 -> 3,195,221  (54.6926%, 61.6837%)
195 -> 3,6,221  (54.6926%, 79.9759%)
221 -> 3,6,195  (54.6926%, 75.866%)
3,6 -> 195,221  (54.6926%, 62.673%)
3,195 -> 6,221  (54.6926%, 80.4602%)
3,221 -> 6,195  (54.6926%, 76.185%)
6,195 -> 3,221  (54.6926%, 81.6469%)
6,221 -> 3,195  (54.6926%, 76.8015%)
195,221 -> 3,6  (54.6926%, 99.7997%)
3,6,195 -> 221  (54.6926%, 82.0165%)
3,6,221 -> 195  (54.6926%, 77.0688%)
3,195,221 -> 6  (54.6926%, 99.7997%)
6,195,221 -> 3  (54.6926%, 100%)
11 -> 174,221  (54.6378%, 85.6713%)
174 -> 11,221  (54.6378%, 85.4873%)
221 -> 11,174  (54.6378%, 75.7899%)
11,174 -> 221  (54.6378%, 93.168%)
11,221 -> 174  (54.6378%, 92.9071%)
174,221 -> 11  (54.6378%, 93.6941%)
3 -> 11,174,221  (54.6378%, 58.9053%)
11 -> 3,174,221  (54.6378%, 85.6713%)
174 -> 3,11,221  (54.6378%, 85.4873%)
221 -> 3,11,174  (54.6378%, 75.7899%)
3,11 -> 174,221  (54.6378%, 85.819%)
3,174 -> 11,221  (54.6378%, 86.0415%)
3,221 -> 11,174  (54.6378%, 76.1086%)
11,174 -> 3,221  (54.6378%, 93.168%)
11,221 -> 3,174  (54.6378%, 92.9071%)
174,221 -> 3,11  (54.6378%, 93.6941%)
3,11,174 -> 221  (54.6378%, 93.2116%)
3,11,221 -> 174  (54.6378%, 92.9505%)
3,174,221 -> 11  (54.6378%, 93.7824%)
11,174,221 -> 3  (54.6378%, 100%)
5 -> 195,221  (54.5829%, 64.6409%)
195 -> 5,221  (54.5829%, 79.8154%)
221 -> 5,195  (54.5829%, 75.7137%)
5,195 -> 221  (54.5829%, 81.1837%)
5,221 -> 195  (54.5829%, 81.7509%)
195,221 -> 5  (54.5829%, 99.5994%)
3 -> 5,195,221  (54.5829%, 58.8462%)
5 -> 3,195,221  (54.5829%, 64.6409%)
195 -> 3,5,221  (54.5829%, 79.8154%)
221 -> 3,5,195  (54.5829%, 75.7137%)
3,5 -> 195,221  (54.5829%, 65.8173%)
3,195 -> 5,221  (54.5829%, 80.2987%)
3,221 -> 5,195  (54.5829%, 76.0321%)
5,195 -> 3,221  (54.5829%, 81.1837%)
5,221 -> 3,195  (54.5829%, 81.7509%)
195,221 -> 3,5  (54.5829%, 99.5994%)
3,5,195 -> 221  (54.5829%, 81.483%)
3,5,221 -> 195  (54.5829%, 81.8855%)
3,195,221 -> 5  (54.5829%, 99.5994%)
5,195,221 -> 3  (54.5829%, 100%)
4 -> 45  (54.4182%, 77.3401%)
45 -> 4  (54.4182%, 75.1991%)
4 -> 33,197  (54.3908%, 77.3011%)
33 -> 4,197  (54.3908%, 73.7351%)
197 -> 4,33  (54.3908%, 68.5339%)
4,33 -> 197  (54.3908%, 97.6836%)
4,197 -> 33  (54.3908%, 91.2943%)
33,197 -> 4  (54.3908%, 75.7935%)
3 -> 4,33,197  (54.3633%, 58.6095%)
4 -> 3,33,197  (54.3633%, 77.2621%)
33 -> 3,4,197  (54.3633%, 73.6979%)
197 -> 3,4,33  (54.3633%, 68.4993%)
3,4 -> 33,197  (54.3633%, 78.7674%)
3,33 -> 4,197  (54.3633%, 73.8628%)
3,197 -> 4,33  (54.3633%, 68.7608%)
4,33 -> 3,197  (54.3633%, 97.6343%)
4,197 -> 3,33  (54.3633%, 91.2483%)
33,197 -> 3,4  (54.3633%, 75.7553%)
3,4,33 -> 197  (54.3633%, 97.8272%)
3,4,197 -> 33  (54.3633%, 91.6705%)
3,33,197 -> 4  (54.3633%, 75.7842%)
4,33,197 -> 3  (54.3633%, 99.9495%)
3 -> 4,45  (54.3359%, 58.5799%)
4 -> 3,45  (54.3359%, 77.2231%)
45 -> 3,4  (54.3359%, 75.0853%)
3,4 -> 45  (54.3359%, 78.7276%)
3,45 -> 4  (54.3359%, 75.3425%)
4,45 -> 3  (54.3359%, 99.8487%)
3 -> 175  (54.3085%, 58.5503%)
175 -> 3  (54.3085%, 99.3474%)
4 -> 6,45  (54.1987%, 77.0281%)
6 -> 4,45  (54.1987%, 61.1266%)
45 -> 4,6  (54.1987%, 74.8957%)
4,6 -> 45  (54.1987%, 81.4433%)
4,45 -> 6  (54.1987%, 99.5966%)
6,45 -> 4  (54.1987%, 75.3817%)
4 -> 33,192  (54.1164%, 76.9111%)
33 -> 4,192  (54.1164%, 73.3631%)
192 -> 4,33  (54.1164%, 67.743%)
4,33 -> 192  (54.1164%, 97.1907%)
4,192 -> 33  (54.1164%, 91.3386%)
33,192 -> 4  (54.1164%, 75.4399%)
3 -> 4,6,45  (54.1164%, 58.3432%)
4 -> 3,6,45  (54.1164%, 76.9111%)
6 -> 3,4,45  (54.1164%, 61.0337%)
45 -> 3,4,6  (54.1164%, 74.7819%)
3,4 -> 6,45  (54.1164%, 78.4095%)
3,6 -> 4,45  (54.1164%, 62.0126%)
3,45 -> 4,6  (54.1164%, 75.0381%)
4,6 -> 3,45  (54.1164%, 81.3196%)
4,45 -> 3,6  (54.1164%, 99.4453%)
6,45 -> 3,4  (54.1164%, 75.2672%)
3,4,6 -> 45  (54.1164%, 82.03%)
3,4,45 -> 6  (54.1164%, 99.596%)
3,6,45 -> 4  (54.1164%, 75.4399%)
4,6,45 -> 3  (54.1164%, 99.8481%)
4 -> 195  (54.0615%, 76.8331%)
195 -> 4  (54.0615%, 79.053%)
3 -> 4,33,192  (54.0615%, 58.284%)
4 -> 3,33,192  (54.0615%, 76.8331%)
33 -> 3,4,192  (54.0615%, 73.2887%)
192 -> 3,4,33  (54.0615%, 67.6743%)
3,4 -> 33,192  (54.0615%, 78.33%)
3,33 -> 4,192  (54.0615%, 73.4526%)
3,192 -> 4,33  (54.0615%, 68.4741%)
4,33 -> 3,192  (54.0615%, 97.0922%)
4,192 -> 3,33  (54.0615%, 91.2459%)
33,192 -> 3,4  (54.0615%, 75.3634%)
3,4,33 -> 192  (54.0615%, 97.284%)
3,4,192 -> 33  (54.0615%, 91.4153%)
3,33,192 -> 4  (54.0615%, 75.45%)
4,33,192 -> 3  (54.0615%, 99.8986%)
3 -> 4,195  (53.8145%, 58.0178%)
4 -> 3,195  (53.8145%, 76.4821%)
195 -> 3,4  (53.8145%, 78.6918%)
3,4 -> 195  (53.8145%, 77.9722%)
3,195 -> 4  (53.8145%, 79.1683%)
4,195 -> 3  (53.8145%, 99.5431%)
195 -> 197,221  (53.8145%, 78.6918%)
197 -> 195,221  (53.8145%, 67.8077%)
221 -> 195,197  (53.8145%, 74.6479%)
195,197 -> 221  (53.8145%, 83.6604%)
195,221 -> 197  (53.8145%, 98.1973%)
197,221 -> 195  (53.8145%, 81.5385%)
6 -> 175  (53.6224%, 60.4766%)
175 -> 6  (53.6224%, 98.0924%)
4 -> 5,195  (53.6224%, 76.209%)
5 -> 4,195  (53.6224%, 63.5034%)
195 -> 4,5  (53.6224%, 78.4109%)
4,5 -> 195  (53.6224%, 85.8147%)
4,195 -> 5  (53.6224%, 99.1878%)
5,195 -> 4  (53.6224%, 79.7551%)
6 -> 102  (53.5675%, 60.4147%)
102 -> 6  (53.5675%, 95.5926%)
4 -> 125  (53.5401%, 76.092%)
125 -> 4  (53.5401%, 74.8944%)
3 -> 4,125  (53.5126%, 57.6923%)
4 -> 3,125  (53.5126%, 76.053%)
125 -> 3,4  (53.5126%, 74.856%)
3,4 -> 125  (53.5126%, 77.5348%)
3,125 -> 4  (53.5126%, 75.0577%)
4,125 -> 3  (53.5126%, 99.9487%)
5 -> 175  (53.4852%, 63.3409%)
175 -> 5  (53.4852%, 97.8414%)
4 -> 6,195  (53.4852%, 76.014%)
6 -> 4,195  (53.4852%, 60.3219%)
195 -> 4,6  (53.4852%, 78.2103%)
4,6 -> 195  (53.4852%, 80.3711%)
4,195 -> 6  (53.4852%, 98.934%)
6,195 -> 4  (53.4852%, 79.8443%)
3 -> 6,102  (53.4303%, 57.6036%)
6 -> 3,102  (53.4303%, 60.26%)
102 -> 3,6  (53.4303%, 95.3477%)
3,6 -> 102  (53.4303%, 61.2264%)
3,102 -> 6  (53.4303%, 96.5295%)
6,102 -> 3  (53.4303%, 99.7439%)
4 -> 5,45  (53.4303%, 75.936%)
5 -> 4,45  (53.4303%, 63.2759%)
45 -> 4,5  (53.4303%, 73.8339%)
4,5 -> 45  (53.4303%, 85.5072%)
4,45 -> 5  (53.4303%, 98.1846%)
5,45 -> 4  (53.4303%, 75.0868%)
3 -> 6,175  (53.4029%, 57.574%)
6 -> 3,175  (53.4029%, 60.229%)
175 -> 3,6  (53.4029%, 97.6908%)
3,6 -> 175  (53.4029%, 61.195%)
3,175 -> 6  (53.4029%, 98.3325%)
6,175 -> 3  (53.4029%, 99.5906%)
3 -> 4,5,195  (53.4029%, 57.574%)
4 -> 3,5,195  (53.4029%, 75.897%)
5 -> 3,4,195  (53.4029%, 63.2434%)
195 -> 3,4,5  (53.4029%, 78.0899%)
3,4 -> 5,195  (53.4029%, 77.3757%)
3,5 -> 4,195  (53.4029%, 64.3944%)
3,195 -> 4,5  (53.4029%, 78.5628%)
4,5 -> 3,195  (53.4029%, 85.4633%)
4,195 -> 3,5  (53.4029%, 98.7817%)
5,195 -> 3,4  (53.4029%, 79.4286%)
3,4,5 -> 195  (53.4029%, 86.4889%)
3,4,195 -> 5  (53.4029%, 99.2351%)
3,5,195 -> 4  (53.4029%, 79.7214%)
4,5,195 -> 3  (53.4029%, 99.5906%)
3 -> 5,175  (53.348%, 57.5148%)
5 -> 3,175  (53.348%, 63.1784%)
175 -> 3,5  (53.348%, 97.5904%)
3,5 -> 175  (53.348%, 64.3283%)
3,175 -> 5  (53.348%, 98.2314%)
5,175 -> 3  (53.348%, 99.7435%)
3 -> 4,5,45  (53.348%, 57.5148%)
4 -> 3,5,45  (53.348%, 75.819%)
5 -> 3,4,45  (53.348%, 63.1784%)
45 -> 3,4,5  (53.348%, 73.7201%)
3,4 -> 5,45  (53.348%, 77.2962%)
3,5 -> 4,45  (53.348%, 64.3283%)
3,45 -> 4,5  (53.348%, 73.9726%)
4,5 -> 3,45  (53.348%, 85.3755%)
4,45 -> 3,5  (53.348%, 98.0333%)
5,45 -> 3,4  (53.348%, 74.9711%)
3,4,5 -> 45  (53.348%, 86.4%)
3,4,45 -> 5  (53.348%, 98.1818%)
3,5,45 -> 4  (53.348%, 75.145%)
4,5,45 -> 3  (53.348%, 99.8459%)
4 -> 6,125  (53.2382%, 75.663%)
6 -> 4,125  (53.2382%, 60.0433%)
125 -> 4,6  (53.2382%, 74.4722%)
4,6 -> 125  (53.2382%, 80%)
4,125 -> 6  (53.2382%, 99.4362%)
6,125 -> 4  (53.2382%, 75.0774%)
4 -> 33,91  (53.2382%, 75.663%)
33 -> 4,91  (53.2382%, 72.1726%)
91 -> 4,33  (53.2382%, 67.9034%)
4,33 -> 91  (53.2382%, 95.6136%)
4,91 -> 33  (53.2382%, 91.3371%)
33,91 -> 4  (53.2382%, 75.6925%)
3 -> 4,6,195  (53.2382%, 57.3964%)
4 -> 3,6,195  (53.2382%, 75.663%)
6 -> 3,4,195  (53.2382%, 60.0433%)
195 -> 3,4,6  (53.2382%, 77.8491%)
3,4 -> 6,195  (53.2382%, 77.1372%)
3,6 -> 4,195  (53.2382%, 61.0063%)
3,195 -> 4,6  (53.2382%, 78.3205%)
4,6 -> 3,195  (53.2382%, 80%)
4,195 -> 3,6  (53.2382%, 98.4772%)
6,195 -> 3,4  (53.2382%, 79.4756%)
3,4,6 -> 195  (53.2382%, 80.6988%)
3,4,195 -> 6  (53.2382%, 98.9291%)
3,6,195 -> 4  (53.2382%, 79.8354%)
4,6,195 -> 3  (53.2382%, 99.5382%)
3 -> 4,33,91  (53.2382%, 57.3964%)
4 -> 3,33,91  (53.2382%, 75.663%)
33 -> 3,4,91  (53.2382%, 72.1726%)
91 -> 3,4,33  (53.2382%, 67.9034%)
3,4 -> 33,91  (53.2382%, 77.1372%)
3,33 -> 4,91  (53.2382%, 72.3341%)
3,91 -> 4,33  (53.2382%, 68.5755%)
4,33 -> 3,91  (53.2382%, 95.6136%)
4,91 -> 3,33  (53.2382%, 91.3371%)
33,91 -> 3,4  (53.2382%, 75.6925%)
3,4,33 -> 91  (53.2382%, 95.8025%)
3,4,91 -> 33  (53.2382%, 91.5958%)
3,33,91 -> 4  (53.2382%, 75.6925%)
4,33,91 -> 3  (53.2382%, 100%)
3 -> 4,6,125  (53.2108%, 57.3669%)
4 -> 3,6,125  (53.2108%, 75.624%)
6 -> 3,4,125  (53.2108%, 60.0124%)
125 -> 3,4,6  (53.2108%, 74.4338%)
3,4 -> 6,125  (53.2108%, 77.0974%)
3,6 -> 4,125  (53.2108%, 60.9748%)
3,125 -> 4,6  (53.2108%, 74.6343%)
4,6 -> 3,125  (53.2108%, 79.9588%)
4,125 -> 3,6  (53.2108%, 99.3849%)
6,125 -> 3,4  (53.2108%, 75.0387%)
3,4,6 -> 125  (53.2108%, 80.6572%)
3,4,125 -> 6  (53.2108%, 99.4359%)
3,6,125 -> 4  (53.2108%, 75.0968%)
4,6,125 -> 3  (53.2108%, 99.9485%)
5 -> 6,175  (53.1559%, 62.9509%)
6 -> 5,175  (53.1559%, 59.9505%)
175 -> 5,6  (53.1559%, 97.239%)
5,6 -> 175  (53.1559%, 64.2454%)
5,175 -> 6  (53.1559%, 99.3843%)
6,175 -> 5  (53.1559%, 99.13%)
3 -> 5,6,175  (53.0461%, 57.1893%)
5 -> 3,6,175  (53.0461%, 62.8209%)
6 -> 3,5,175  (53.0461%, 59.8267%)
175 -> 3,5,6  (53.0461%, 97.0382%)
3,5 -> 6,175  (53.0461%, 63.9643%)
3,6 -> 5,175  (53.0461%, 60.7862%)
3,175 -> 5,6  (53.0461%, 97.6756%)
5,6 -> 3,175  (53.0461%, 64.1128%)
5,175 -> 3,6  (53.0461%, 99.1791%)
6,175 -> 3,5  (53.0461%, 98.9253%)
3,5,6 -> 175  (53.0461%, 64.9093%)
3,5,175 -> 6  (53.0461%, 99.4342%)
3,6,175 -> 5  (53.0461%, 99.332%)
5,6,175 -> 3  (53.0461%, 99.7935%)
4 -> 125,192  (52.9912%, 75.312%)
125 -> 4,192  (52.9912%, 74.1267%)
192 -> 4,125  (52.9912%, 66.3346%)
4,125 -> 192  (52.9912%, 98.9749%)
4,192 -> 125  (52.9912%, 89.4396%)
125,192 -> 4  (52.9912%, 74.903%)
3 -> 4,125,192  (52.9638%, 57.1006%)
4 -> 3,125,192  (52.9638%, 75.273%)
125 -> 3,4,192  (52.9638%, 74.0883%)
192 -> 3,4,125  (52.9638%, 66.3002%)
3,4 -> 125,192  (52.9638%, 76.7396%)
3,125 -> 4,192  (52.9638%, 74.2879%)
3,192 -> 4,125  (52.9638%, 67.0838%)
4,125 -> 3,192  (52.9638%, 98.9236%)
4,192 -> 3,125  (52.9638%, 89.3932%)
125,192 -> 3,4  (52.9638%, 74.8642%)
3,4,125 -> 192  (52.9638%, 98.9744%)
3,4,192 -> 125  (52.9638%, 89.5592%)
3,125,192 -> 4  (52.9638%, 75.0389%)
4,125,192 -> 3  (52.9638%, 99.9482%)
174 -> 221,243  (52.7991%, 82.6106%)
221 -> 174,243  (52.7991%, 73.2394%)
243 -> 174,221  (52.7991%, 87.4148%)
174,221 -> 243  (52.7991%, 90.5412%)
174,243 -> 221  (52.7991%, 93.8537%)
221,243 -> 174  (52.7991%, 93.3527%)
91 -> 195,221  (52.6619%, 67.1684%)
195 -> 91,221  (52.6619%, 77.0064%)
221 -> 91,195  (52.6619%, 73.0491%)
91,195 -> 221  (52.6619%, 83.6895%)
91,221 -> 195  (52.6619%, 81.3825%)
195,221 -> 91  (52.6619%, 96.0941%)
4 -> 45,192  (52.607%, 74.766%)
45 -> 4,192  (52.607%, 72.6962%)
