Rule   (Support, Confidence) 
125 -> 11,45  (54.6233%, 83.2898%)
11,45 -> 125  (54.6233%, 93.2749%)
11,125 -> 45  (54.6233%, 98.7616%)
45,125 -> 11  (54.6233%, 89.3557%)
11 -> 3,5,125  (54.6233%, 91.1429%)
125 -> 3,5,11  (54.6233%, 83.2898%)
3,11 -> 5,125  (54.6233%, 92.7326%)
3,125 -> 5,11  (54.6233%, 85.0667%)
5,11 -> 3,125  (54.6233%, 91.6667%)
5,125 -> 3,11  (54.6233%, 84.3915%)
11,125 -> 3,5  (54.6233%, 98.7616%)
3,5,11 -> 125  (54.6233%, 93.2749%)
3,5,125 -> 11  (54.6233%, 85.2941%)
3,11,125 -> 5  (54.6233%, 100%)
5,11,125 -> 3  (54.6233%, 98.7616%)
11 -> 3,6,125  (54.6233%, 91.1429%)
125 -> 3,6,11  (54.6233%, 83.2898%)
3,11 -> 6,125  (54.6233%, 92.7326%)
3,125 -> 6,11  (54.6233%, 85.0667%)
6,11 -> 3,125  (54.6233%, 91.1429%)
6,125 -> 3,11  (54.6233%, 84.6154%)
11,125 -> 3,6  (54.6233%, 98.7616%)
3,6,11 -> 125  (54.6233%, 92.7326%)
3,6,125 -> 11  (54.6233%, 85.5228%)
3,11,125 -> 6  (54.6233%, 100%)
6,11,125 -> 3  (54.6233%, 98.7616%)
192 -> 3,6,195  (54.6233%, 72.8311%)
195 -> 3,6,192  (54.6233%, 83.5079%)
3,192 -> 6,195  (54.6233%, 75.4137%)
3,195 -> 6,192  (54.6233%, 86.6848%)
6,192 -> 3,195  (54.6233%, 75.0588%)
6,195 -> 3,192  (54.6233%, 85.0667%)
192,195 -> 3,6  (54.6233%, 98.4568%)
3,6,192 -> 195  (54.6233%, 75.9524%)
3,6,195 -> 192  (54.6233%, 87.8788%)
3,192,195 -> 6  (54.6233%, 99.3769%)
6,192,195 -> 3  (54.6233%, 99.0683%)
221 -> 3,5  (54.4521%, 89.8305%)
3,221 -> 5  (54.4521%, 91.6427%)
5,221 -> 3  (54.4521%, 99.0654%)
11 -> 33,192  (54.4521%, 90.8571%)
33 -> 11,192  (54.4521%, 77.9412%)
192 -> 11,33  (54.4521%, 72.6027%)
11,33 -> 192  (54.4521%, 98.1481%)
11,192 -> 33  (54.4521%, 95.4955%)
33,192 -> 11  (54.4521%, 84.127%)
33 -> 3,45,91  (54.4521%, 77.9412%)
45 -> 3,33,91  (54.4521%, 78.5185%)
91 -> 3,33,45  (54.4521%, 76.9976%)
3,33 -> 45,91  (54.4521%, 79.3017%)
3,45 -> 33,91  (54.4521%, 80.916%)
3,91 -> 33,45  (54.4521%, 81.1224%)
33,45 -> 3,91  (54.4521%, 91.3793%)
33,91 -> 3,45  (54.4521%, 90.085%)
45,91 -> 3,33  (54.4521%, 91.9075%)
3,33,45 -> 91  (54.4521%, 92.4419%)
3,33,91 -> 45  (54.4521%, 90.5983%)
3,45,91 -> 33  (54.4521%, 93.5294%)
33,45,91 -> 3  (54.4521%, 99.375%)
11 -> 125,192  (54.2808%, 90.5714%)
125 -> 11,192  (54.2808%, 82.7676%)
192 -> 11,125  (54.2808%, 72.3744%)
11,125 -> 192  (54.2808%, 98.1424%)
11,192 -> 125  (54.2808%, 95.1952%)
125,192 -> 11  (54.2808%, 85.2151%)
221 -> 3,5,6  (54.2808%, 89.548%)
3,221 -> 5,6  (54.2808%, 91.3545%)
5,221 -> 3,6  (54.2808%, 98.7539%)
6,221 -> 3,5  (54.2808%, 90.8309%)
3,5,221 -> 6  (54.2808%, 99.6855%)
3,6,221 -> 5  (54.2808%, 92.6901%)
5,6,221 -> 3  (54.2808%, 99.0625%)
45 -> 3,5,174  (54.2808%, 78.2716%)
174 -> 3,5,45  (54.2808%, 93.2353%)
3,45 -> 5,174  (54.2808%, 80.6616%)
3,174 -> 5,45  (54.2808%, 94.6269%)
5,45 -> 3,174  (54.2808%, 80.8673%)
5,174 -> 3,45  (54.2808%, 95.4819%)
45,174 -> 3,5  (54.2808%, 96.9419%)
3,5,45 -> 174  (54.2808%, 82.5521%)
3,5,174 -> 45  (54.2808%, 96.6463%)
3,45,174 -> 5  (54.2808%, 98.1424%)
5,45,174 -> 3  (54.2808%, 98.7539%)
11 -> 3,33,45  (54.1096%, 90.2857%)
33 -> 3,11,45  (54.1096%, 77.451%)
45 -> 3,11,33  (54.1096%, 78.0247%)
3,11 -> 33,45  (54.1096%, 91.8605%)
3,33 -> 11,45  (54.1096%, 78.803%)
3,45 -> 11,33  (54.1096%, 80.4071%)
11,33 -> 3,45  (54.1096%, 97.5309%)
11,45 -> 3,33  (54.1096%, 92.3977%)
33,45 -> 3,11  (54.1096%, 90.8046%)
3,11,33 -> 45  (54.1096%, 98.4424%)
3,11,45 -> 33  (54.1096%, 93.7685%)
3,33,45 -> 11  (54.1096%, 91.8605%)
11,33,45 -> 3  (54.1096%, 99.0596%)
11 -> 3,33,192  (54.1096%, 90.2857%)
33 -> 3,11,192  (54.1096%, 77.451%)
192 -> 3,11,33  (54.1096%, 72.1461%)
3,11 -> 33,192  (54.1096%, 91.8605%)
3,33 -> 11,192  (54.1096%, 78.803%)
3,192 -> 11,33  (54.1096%, 74.7045%)
11,33 -> 3,192  (54.1096%, 97.5309%)
11,192 -> 3,33  (54.1096%, 94.8949%)
33,192 -> 3,11  (54.1096%, 83.5979%)
3,11,33 -> 192  (54.1096%, 98.4424%)
3,11,192 -> 33  (54.1096%, 95.7576%)
3,33,192 -> 11  (54.1096%, 84.2667%)
11,33,192 -> 3  (54.1096%, 99.3711%)
4 -> 5,6  (53.9384%, 85.1351%)
4,5 -> 6  (53.9384%, 98.4375%)
4,6 -> 5  (53.9384%, 90.7781%)
11 -> 3,45,125  (53.9384%, 90%)
45 -> 3,11,125  (53.9384%, 77.7778%)
125 -> 3,11,45  (53.9384%, 82.2454%)
3,11 -> 45,125  (53.9384%, 91.5698%)
3,45 -> 11,125  (53.9384%, 80.1527%)
3,125 -> 11,45  (53.9384%, 84%)
11,45 -> 3,125  (53.9384%, 92.1053%)
11,125 -> 3,45  (53.9384%, 97.5232%)
45,125 -> 3,11  (53.9384%, 88.2353%)
3,11,45 -> 125  (53.9384%, 93.4718%)
3,11,125 -> 45  (53.9384%, 98.7461%)
3,45,125 -> 11  (53.9384%, 89.7436%)
11,45,125 -> 3  (53.9384%, 98.7461%)
11 -> 33,197  (53.7671%, 89.7143%)
33 -> 11,197  (53.7671%, 76.9608%)
197 -> 11,33  (53.7671%, 71.3636%)
11,33 -> 197  (53.7671%, 96.9136%)
11,197 -> 33  (53.7671%, 96.319%)
33,197 -> 11  (53.7671%, 82.199%)
11 -> 3,125,192  (53.7671%, 89.7143%)
125 -> 3,11,192  (53.7671%, 81.9843%)
192 -> 3,11,125  (53.7671%, 71.6895%)
3,11 -> 125,192  (53.7671%, 91.2791%)
3,125 -> 11,192  (53.7671%, 83.7333%)
3,192 -> 11,125  (53.7671%, 74.2317%)
11,125 -> 3,192  (53.7671%, 97.2136%)
11,192 -> 3,125  (53.7671%, 94.2943%)
125,192 -> 3,11  (53.7671%, 84.4086%)
3,11,125 -> 192  (53.7671%, 98.4326%)
3,11,192 -> 125  (53.7671%, 95.1515%)
3,125,192 -> 11  (53.7671%, 85.7923%)
11,125,192 -> 3  (53.7671%, 99.0536%)
33 -> 195  (53.5959%, 76.7157%)
195 -> 33  (53.5959%, 81.9372%)
174 -> 192  (53.5959%, 92.0588%)
192 -> 174  (53.5959%, 71.4612%)
174 -> 5,192  (53.5959%, 92.0588%)
192 -> 5,174  (53.5959%, 71.4612%)
5,174 -> 192  (53.5959%, 94.2771%)
5,192 -> 174  (53.5959%, 73.4742%)
174,192 -> 5  (53.5959%, 100%)
174 -> 3,192  (53.4247%, 91.7647%)
192 -> 3,174  (53.4247%, 71.2329%)
3,174 -> 192  (53.4247%, 93.1343%)
3,192 -> 174  (53.4247%, 73.7589%)
174,192 -> 3  (53.4247%, 99.6805%)
174 -> 6,192  (53.4247%, 91.7647%)
192 -> 6,174  (53.4247%, 71.2329%)
6,174 -> 192  (53.4247%, 92.3077%)
6,192 -> 174  (53.4247%, 73.4118%)
174,192 -> 6  (53.4247%, 99.6805%)
174 -> 3,5,192  (53.4247%, 91.7647%)
192 -> 3,5,174  (53.4247%, 71.2329%)
3,174 -> 5,192  (53.4247%, 93.1343%)
3,192 -> 5,174  (53.4247%, 73.7589%)
5,174 -> 3,192  (53.4247%, 93.9759%)
5,192 -> 3,174  (53.4247%, 73.2394%)
174,192 -> 3,5  (53.4247%, 99.6805%)
3,5,174 -> 192  (53.4247%, 95.122%)
3,5,192 -> 174  (53.4247%, 74.1093%)
3,174,192 -> 5  (53.4247%, 100%)
5,174,192 -> 3  (53.4247%, 99.6805%)
11 -> 3,33,197  (53.4247%, 89.1429%)
33 -> 3,11,197  (53.4247%, 76.4706%)
197 -> 3,11,33  (53.4247%, 70.9091%)
3,11 -> 33,197  (53.4247%, 90.6977%)
3,33 -> 11,197  (53.4247%, 77.8055%)
3,197 -> 11,33  (53.4247%, 73.2394%)
11,33 -> 3,197  (53.4247%, 96.2963%)
11,197 -> 3,33  (53.4247%, 95.7055%)
33,197 -> 3,11  (53.4247%, 81.6754%)
3,11,33 -> 197  (53.4247%, 97.1963%)
3,11,197 -> 33  (53.4247%, 96.8944%)
3,33,197 -> 11  (53.4247%, 82.3219%)
11,33,197 -> 3  (53.4247%, 99.3631%)
33 -> 5,195  (53.2534%, 76.2255%)
195 -> 5,33  (53.2534%, 81.4136%)
5,33 -> 195  (53.2534%, 77.1712%)
5,195 -> 33  (53.2534%, 82.9333%)
33,195 -> 5  (53.2534%, 99.361%)
33 -> 6,195  (53.2534%, 76.2255%)
195 -> 6,33  (53.2534%, 81.4136%)
6,33 -> 195  (53.2534%, 76.601%)
6,195 -> 33  (53.2534%, 82.9333%)
33,195 -> 6  (53.2534%, 99.361%)
192 -> 195,197  (53.2534%, 71.0046%)
195 -> 192,197  (53.2534%, 81.4136%)
197 -> 192,195  (53.2534%, 70.6818%)
192,195 -> 197  (53.2534%, 95.9877%)
192,197 -> 195  (53.2534%, 77.1712%)
195,197 -> 192  (53.2534%, 92.5595%)
174 -> 3,6,192  (53.2534%, 91.4706%)
192 -> 3,6,174  (53.2534%, 71.0046%)
3,174 -> 6,192  (53.2534%, 92.8358%)
3,192 -> 6,174  (53.2534%, 73.5225%)
6,174 -> 3,192  (53.2534%, 92.0118%)
6,192 -> 3,174  (53.2534%, 73.1765%)
174,192 -> 3,6  (53.2534%, 99.361%)
3,6,174 -> 192  (53.2534%, 93.3934%)
3,6,192 -> 174  (53.2534%, 74.0476%)
3,174,192 -> 6  (53.2534%, 99.6795%)
6,174,192 -> 3  (53.2534%, 99.6795%)
11 -> 125,197  (53.0822%, 88.5714%)
125 -> 11,197  (53.0822%, 80.9399%)
197 -> 11,125  (53.0822%, 70.4545%)
11,125 -> 197  (53.0822%, 95.9752%)
11,197 -> 125  (53.0822%, 95.092%)
125,197 -> 11  (53.0822%, 87.0787%)
11 -> 91  (52.7397%, 88%)
91 -> 11  (52.7397%, 74.5763%)
174 -> 197  (52.7397%, 90.5882%)
33 -> 3,195  (52.7397%, 75.4902%)
195 -> 3,33  (52.7397%, 80.6283%)
3,33 -> 195  (52.7397%, 76.808%)
3,195 -> 33  (52.7397%, 83.6957%)
33,195 -> 3  (52.7397%, 98.4026%)
11 -> 5,91  (52.7397%, 88%)
91 -> 5,11  (52.7397%, 74.5763%)
5,11 -> 91  (52.7397%, 88.5057%)
5,91 -> 11  (52.7397%, 78.1726%)
11,91 -> 5  (52.7397%, 100%)
11 -> 6,91  (52.7397%, 88%)
91 -> 6,11  (52.7397%, 74.5763%)
6,11 -> 91  (52.7397%, 88%)
6,91 -> 11  (52.7397%, 78.3715%)
11,91 -> 6  (52.7397%, 100%)
174 -> 6,197  (52.7397%, 90.5882%)
6,174 -> 197  (52.7397%, 91.1243%)
6,197 -> 174  (52.7397%, 70.8046%)
174,197 -> 6  (52.7397%, 100%)
4 -> 3,5  (52.5685%, 82.973%)
3,4 -> 5  (52.5685%, 87.4644%)
4,5 -> 3  (52.5685%, 95.9375%)
11 -> 3,91  (52.5685%, 87.7143%)
91 -> 3,11  (52.5685%, 74.3341%)
3,11 -> 91  (52.5685%, 89.2442%)
3,91 -> 11  (52.5685%, 78.3163%)
11,91 -> 3  (52.5685%, 99.6753%)
174 -> 5,197  (52.5685%, 90.2941%)
5,174 -> 197  (52.5685%, 92.4699%)
5,197 -> 174  (52.5685%, 70.7373%)
174,197 -> 5  (52.5685%, 99.6753%)
11 -> 33,125  (52.5685%, 87.7143%)
33 -> 11,125  (52.5685%, 75.2451%)
125 -> 11,33  (52.5685%, 80.1567%)
11,33 -> 125  (52.5685%, 94.7531%)
11,125 -> 33  (52.5685%, 95.0464%)
33,125 -> 11  (52.5685%, 88.4726%)
11 -> 45,91  (52.5685%, 87.7143%)
45 -> 11,91  (52.5685%, 75.8025%)
91 -> 11,45  (52.5685%, 74.3341%)
11,45 -> 91  (52.5685%, 89.7661%)
11,91 -> 45  (52.5685%, 99.6753%)
45,91 -> 11  (52.5685%, 88.7283%)
11 -> 3,5,91  (52.5685%, 87.7143%)
91 -> 3,5,11  (52.5685%, 74.3341%)
3,11 -> 5,91  (52.5685%, 89.2442%)
3,91 -> 5,11  (52.5685%, 78.3163%)
5,11 -> 3,91  (52.5685%, 88.2184%)
5,91 -> 3,11  (52.5685%, 77.9188%)
11,91 -> 3,5  (52.5685%, 99.6753%)
3,5,11 -> 91  (52.5685%, 89.7661%)
3,5,91 -> 11  (52.5685%, 79.5337%)
3,11,91 -> 5  (52.5685%, 100%)
5,11,91 -> 3  (52.5685%, 99.6753%)
33 -> 3,5,195  (52.5685%, 75.2451%)
195 -> 3,5,33  (52.5685%, 80.3665%)
3,33 -> 5,195  (52.5685%, 76.5586%)
3,195 -> 5,33  (52.5685%, 83.4239%)
5,33 -> 3,195  (52.5685%, 76.1787%)
5,195 -> 3,33  (52.5685%, 81.8667%)
33,195 -> 3,5  (52.5685%, 98.0831%)
3,5,33 -> 195  (52.5685%, 77.1357%)
3,5,195 -> 33  (52.5685%, 84.573%)
3,33,195 -> 5  (52.5685%, 99.6753%)
5,33,195 -> 3  (52.5685%, 98.7138%)
11 -> 3,6,91  (52.5685%, 87.7143%)
91 -> 3,6,11  (52.5685%, 74.3341%)
3,11 -> 6,91  (52.5685%, 89.2442%)
3,91 -> 6,11  (52.5685%, 78.3163%)
6,11 -> 3,91  (52.5685%, 87.7143%)
6,91 -> 3,11  (52.5685%, 78.117%)
11,91 -> 3,6  (52.5685%, 99.6753%)
3,6,11 -> 91  (52.5685%, 89.2442%)
3,6,91 -> 11  (52.5685%, 79.3282%)
3,11,91 -> 6  (52.5685%, 100%)
6,11,91 -> 3  (52.5685%, 99.6753%)
33 -> 3,6,195  (52.5685%, 75.2451%)
195 -> 3,6,33  (52.5685%, 80.3665%)
3,33 -> 6,195  (52.5685%, 76.5586%)
3,195 -> 6,33  (52.5685%, 83.4239%)
6,33 -> 3,195  (52.5685%, 75.6158%)
6,195 -> 3,33  (52.5685%, 81.8667%)
33,195 -> 3,6  (52.5685%, 98.0831%)
3,6,33 -> 195  (52.5685%, 76.75%)
3,6,195 -> 33  (52.5685%, 84.573%)
3,33,195 -> 6  (52.5685%, 99.6753%)
6,33,195 -> 3  (52.5685%, 98.7138%)
11 -> 3,125,197  (52.5685%, 87.7143%)
125 -> 3,11,197  (52.5685%, 80.1567%)
3,11 -> 125,197  (52.5685%, 89.2442%)
3,125 -> 11,197  (52.5685%, 81.8667%)
3,197 -> 11,125  (52.5685%, 72.0657%)
11,125 -> 3,197  (52.5685%, 95.0464%)
11,197 -> 3,125  (52.5685%, 94.1718%)
125,197 -> 3,11  (52.5685%, 86.236%)
3,11,125 -> 197  (52.5685%, 96.2382%)
3,11,197 -> 125  (52.5685%, 95.3416%)
3,125,197 -> 11  (52.5685%, 86.9688%)
11,125,197 -> 3  (52.5685%, 99.0323%)
221 -> 197  (52.3973%, 86.4407%)
11 -> 91,197  (52.3973%, 87.4286%)
91 -> 11,197  (52.3973%, 74.092%)
11,91 -> 197  (52.3973%, 99.3506%)
11,197 -> 91  (52.3973%, 93.865%)
91,197 -> 11  (52.3973%, 79.0698%)
11 -> 3,45,91  (52.3973%, 87.4286%)
45 -> 3,11,91  (52.3973%, 75.5556%)
91 -> 3,11,45  (52.3973%, 74.092%)
3,11 -> 45,91  (52.3973%, 88.9535%)
3,45 -> 11,91  (52.3973%, 77.8626%)
3,91 -> 11,45  (52.3973%, 78.0612%)
11,45 -> 3,91  (52.3973%, 89.4737%)
11,91 -> 3,45  (52.3973%, 99.3506%)
45,91 -> 3,11  (52.3973%, 88.4393%)
3,11,45 -> 91  (52.3973%, 90.8012%)
3,11,91 -> 45  (52.3973%, 99.6743%)
3,45,91 -> 11  (52.3973%, 90%)
11,45,91 -> 3  (52.3973%, 99.6743%)
221 -> 6,197  (52.226%, 86.1582%)
6,197 -> 221  (52.226%, 70.1149%)
6,221 -> 197  (52.226%, 87.3926%)
197,221 -> 6  (52.226%, 99.6732%)
11 -> 91,192  (52.226%, 87.1429%)
91 -> 11,192  (52.226%, 73.8499%)
11,91 -> 192  (52.226%, 99.026%)
11,192 -> 91  (52.226%, 91.5916%)
91,192 -> 11  (52.226%, 77.6081%)
45 -> 174,192  (52.226%, 75.3086%)
174 -> 45,192  (52.226%, 89.7059%)
45,174 -> 192  (52.226%, 93.2722%)
45,192 -> 174  (52.226%, 81.3333%)
174,192 -> 45  (52.226%, 97.4441%)
11 -> 3,91,192  (52.226%, 87.1429%)
91 -> 3,11,192  (52.226%, 73.8499%)
3,11 -> 91,192  (52.226%, 88.6628%)
3,91 -> 11,192  (52.226%, 77.8061%)
3,192 -> 11,91  (52.226%, 72.104%)
11,91 -> 3,192  (52.226%, 99.026%)
11,192 -> 3,91  (52.226%, 91.5916%)
91,192 -> 3,11  (52.226%, 77.6081%)
3,11,91 -> 192  (52.226%, 99.3485%)
3,11,192 -> 91  (52.226%, 92.4242%)
3,91,192 -> 11  (52.226%, 79.8429%)
11,91,192 -> 3  (52.226%, 100%)
11 -> 3,91,197  (52.226%, 87.1429%)
91 -> 3,11,197  (52.226%, 73.8499%)
3,11 -> 91,197  (52.226%, 88.6628%)
3,91 -> 11,197  (52.226%, 77.8061%)
3,197 -> 11,91  (52.226%, 71.5962%)
11,91 -> 3,197  (52.226%, 99.026%)
11,197 -> 3,91  (52.226%, 93.5583%)
91,197 -> 3,11  (52.226%, 78.8114%)
3,11,91 -> 197  (52.226%, 99.3485%)
3,11,197 -> 91  (52.226%, 94.7205%)
3,91,197 -> 11  (52.226%, 80.0525%)
11,91,197 -> 3  (52.226%, 99.6732%)
174 -> 3,197  (52.0548%, 89.4118%)
3,174 -> 197  (52.0548%, 90.7463%)
3,197 -> 174  (52.0548%, 71.3615%)
174,197 -> 3  (52.0548%, 98.7013%)
174 -> 3,6,197  (52.0548%, 89.4118%)
3,174 -> 6,197  (52.0548%, 90.7463%)
3,197 -> 6,174  (52.0548%, 71.3615%)
6,174 -> 3,197  (52.0548%, 89.9408%)
174,197 -> 3,6  (52.0548%, 98.7013%)
3,6,174 -> 197  (52.0548%, 91.2913%)
3,6,197 -> 174  (52.0548%, 72.209%)
3,174,197 -> 6  (52.0548%, 100%)
6,174,197 -> 3  (52.0548%, 98.7013%)
11 -> 3,33,125  (52.0548%, 86.8571%)
33 -> 3,11,125  (52.0548%, 74.5098%)
125 -> 3,11,33  (52.0548%, 79.3734%)
3,11 -> 33,125  (52.0548%, 88.3721%)
3,33 -> 11,125  (52.0548%, 75.8105%)
3,125 -> 11,33  (52.0548%, 81.0667%)
11,33 -> 3,125  (52.0548%, 93.8272%)
11,125 -> 3,33  (52.0548%, 94.1176%)
33,125 -> 3,11  (52.0548%, 87.6081%)
3,11,33 -> 125  (52.0548%, 94.704%)
3,11,125 -> 33  (52.0548%, 95.2978%)
3,33,125 -> 11  (52.0548%, 88.3721%)
11,33,125 -> 3  (52.0548%, 99.0228%)
45 -> 3,174,192  (52.0548%, 75.0617%)
174 -> 3,45,192  (52.0548%, 89.4118%)
3,45 -> 174,192  (52.0548%, 77.3537%)
3,174 -> 45,192  (52.0548%, 90.7463%)
3,192 -> 45,174  (52.0548%, 71.8676%)
45,174 -> 3,192  (52.0548%, 92.9664%)
45,192 -> 3,174  (52.0548%, 81.0667%)
174,192 -> 3,45  (52.0548%, 97.1246%)
3,45,174 -> 192  (52.0548%, 94.1176%)
3,45,192 -> 174  (52.0548%, 82.6087%)
3,174,192 -> 45  (52.0548%, 97.4359%)
45,174,192 -> 3  (52.0548%, 99.6721%)
91 -> 195  (51.8836%, 73.3656%)
195 -> 91  (51.8836%, 79.3194%)
221 -> 3,197  (51.8836%, 85.5932%)
3,197 -> 221  (51.8836%, 71.1268%)
3,221 -> 197  (51.8836%, 87.3199%)
197,221 -> 3  (51.8836%, 99.0196%)
91 -> 5,195  (51.8836%, 73.3656%)
195 -> 5,91  (51.8836%, 79.3194%)
5,91 -> 195  (51.8836%, 76.9036%)
5,195 -> 91  (51.8836%, 80.8%)
91,195 -> 5  (51.8836%, 100%)
174 -> 3,5,197  (51.8836%, 89.1176%)
3,174 -> 5,197  (51.8836%, 90.4478%)
3,197 -> 5,174  (51.8836%, 71.1268%)
5,174 -> 3,197  (51.8836%, 91.2651%)
174,197 -> 3,5  (51.8836%, 98.3766%)
3,5,174 -> 197  (51.8836%, 92.378%)
3,5,197 -> 174  (51.8836%, 71.9715%)
3,174,197 -> 5  (51.8836%, 99.6711%)
5,174,197 -> 3  (51.8836%, 98.6971%)
33 -> 174  (51.7123%, 74.0196%)
174 -> 33  (51.7123%, 88.8235%)
125 -> 174  (51.7123%, 78.8512%)
174 -> 125  (51.7123%, 88.8235%)
125 -> 5,174  (51.7123%, 78.8512%)
174 -> 5,125  (51.7123%, 88.8235%)
5,125 -> 174  (51.7123%, 79.8942%)
5,174 -> 125  (51.7123%, 90.9639%)
125,174 -> 5  (51.7123%, 100%)
221 -> 5,197  (51.7123%, 85.3107%)
5,221 -> 197  (51.7123%, 94.081%)
197,221 -> 5  (51.7123%, 98.6928%)
4 -> 3,5,6  (51.7123%, 81.6216%)
3,4 -> 5,6  (51.7123%, 86.0399%)
4,5 -> 3,6  (51.7123%, 94.375%)
4,6 -> 3,5  (51.7123%, 87.0317%)
3,4,5 -> 6  (51.7123%, 98.3713%)
3,4,6 -> 5  (51.7123%, 91.2387%)
4,5,6 -> 3  (51.7123%, 95.873%)
221 -> 3,6,197  (51.7123%, 85.3107%)
3,197 -> 6,221  (51.7123%, 70.892%)
3,221 -> 6,197  (51.7123%, 87.0317%)
6,221 -> 3,197  (51.7123%, 86.533%)
197,221 -> 3,6  (51.7123%, 98.6928%)
3,6,197 -> 221  (51.7123%, 71.734%)
3,6,221 -> 197  (51.7123%, 88.3041%)
3,197,221 -> 6  (51.7123%, 99.67%)
6,197,221 -> 3  (51.7123%, 99.0164%)
33 -> 5,174  (51.5411%, 73.7745%)
174 -> 5,33  (51.5411%, 88.5294%)
5,33 -> 174  (51.5411%, 74.6898%)
5,174 -> 33  (51.5411%, 90.6627%)
33,174 -> 5  (51.5411%, 99.6689%)
33 -> 6,174  (51.5411%, 73.7745%)
174 -> 6,33  (51.5411%, 88.5294%)
6,33 -> 174  (51.5411%, 74.1379%)
6,174 -> 33  (51.5411%, 89.0533%)
33,174 -> 6  (51.5411%, 99.6689%)
125 -> 6,174  (51.5411%, 78.5901%)
174 -> 6,125  (51.5411%, 88.5294%)
6,125 -> 174  (51.5411%, 79.8408%)
6,174 -> 125  (51.5411%, 89.0533%)
125,174 -> 6  (51.5411%, 99.6689%)
45 -> 195  (51.3699%, 74.0741%)
195 -> 45  (51.3699%, 78.534%)
33 -> 3,174  (51.3699%, 73.5294%)
174 -> 3,33  (51.3699%, 88.2353%)
3,33 -> 174  (51.3699%, 74.813%)
3,174 -> 33  (51.3699%, 89.5522%)
33,174 -> 3  (51.3699%, 99.3377%)
125 -> 3,174  (51.3699%, 78.329%)
174 -> 3,125  (51.3699%, 88.2353%)
3,125 -> 174  (51.3699%, 80%)
3,174 -> 125  (51.3699%, 89.5522%)
125,174 -> 3  (51.3699%, 99.3377%)
45 -> 174,197  (51.3699%, 74.0741%)
174 -> 45,197  (51.3699%, 88.2353%)
45,174 -> 197  (51.3699%, 91.7431%)
45,197 -> 174  (51.3699%, 82.6446%)
174,197 -> 45  (51.3699%, 97.4026%)
174 -> 192,197  (51.3699%, 88.2353%)
174,192 -> 197  (51.3699%, 95.8466%)
174,197 -> 192  (51.3699%, 97.4026%)
192,197 -> 174  (51.3699%, 74.4417%)
125 -> 3,5,174  (51.3699%, 78.329%)
174 -> 3,5,125  (51.3699%, 88.2353%)
3,125 -> 5,174  (51.3699%, 80%)
3,174 -> 5,125  (51.3699%, 89.5522%)
5,125 -> 3,174  (51.3699%, 79.3651%)
5,174 -> 3,125  (51.3699%, 90.3614%)
125,174 -> 3,5  (51.3699%, 99.3377%)
3,5,125 -> 174  (51.3699%, 80.2139%)
3,5,174 -> 125  (51.3699%, 91.4634%)
3,125,174 -> 5  (51.3699%, 100%)
5,125,174 -> 3  (51.3699%, 99.3377%)
221 -> 3,5,197  (51.3699%, 84.7458%)
3,197 -> 5,221  (51.3699%, 70.4225%)
3,221 -> 5,197  (51.3699%, 86.4553%)
5,221 -> 3,197  (51.3699%, 93.4579%)
197,221 -> 3,5  (51.3699%, 98.0392%)
3,5,197 -> 221  (51.3699%, 71.2589%)
3,5,221 -> 197  (51.3699%, 94.3396%)
3,197,221 -> 5  (51.3699%, 99.0099%)
5,197,221 -> 3  (51.3699%, 99.3377%)
91 -> 3,195  (51.1986%, 72.3971%)
195 -> 3,91  (51.1986%, 78.2723%)
3,91 -> 195  (51.1986%, 76.2755%)
3,195 -> 91  (51.1986%, 81.25%)
91,195 -> 3  (51.1986%, 98.6799%)
91 -> 6,195  (51.1986%, 72.3971%)
195 -> 6,91  (51.1986%, 78.2723%)
6,91 -> 195  (51.1986%, 76.0814%)
6,195 -> 91  (51.1986%, 79.7333%)
91,195 -> 6  (51.1986%, 98.6799%)
11 -> 33,91  (51.1986%, 85.4286%)
33 -> 11,91  (51.1986%, 73.2843%)
91 -> 11,33  (51.1986%, 72.3971%)
11,33 -> 91  (51.1986%, 92.284%)
11,91 -> 33  (51.1986%, 97.0779%)
33,91 -> 11  (51.1986%, 84.7025%)
33 -> 3,5,174  (51.1986%, 73.2843%)
174 -> 3,5,33  (51.1986%, 87.9412%)
3,33 -> 5,174  (51.1986%, 74.5636%)
3,174 -> 5,33  (51.1986%, 89.2537%)
5,33 -> 3,174  (51.1986%, 74.1935%)
5,174 -> 3,33  (51.1986%, 90.0602%)
33,174 -> 3,5  (51.1986%, 99.0066%)
3,5,33 -> 174  (51.1986%, 75.1256%)
3,5,174 -> 33  (51.1986%, 91.1585%)
3,33,174 -> 5  (51.1986%, 99.6667%)
5,33,174 -> 3  (51.1986%, 99.3355%)
91 -> 3,5,195  (51.1986%, 72.3971%)
195 -> 3,5,91  (51.1986%, 78.2723%)
3,91 -> 5,195  (51.1986%, 76.2755%)
3,195 -> 5,91  (51.1986%, 81.25%)
5,91 -> 3,195  (51.1986%, 75.8883%)
5,195 -> 3,91  (51.1986%, 79.7333%)
91,195 -> 3,5  (51.1986%, 98.6799%)
3,5,91 -> 195  (51.1986%, 77.4611%)
3,5,195 -> 91  (51.1986%, 82.3691%)
3,91,195 -> 5  (51.1986%, 100%)
5,91,195 -> 3  (51.1986%, 98.6799%)
33 -> 3,6,174  (51.1986%, 73.2843%)
174 -> 3,6,33  (51.1986%, 87.9412%)
